ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD,DURACIÓN_RESTANTE_CONTRATO,"CALIDAD_CONECTIVIDAD (0=BAJA, 0.5=MEDIA, 1=ALTA)",ZONA_NUM,OPERADOR_NUM,PROYECTO_NUM,MUNICIPIO_NUM,ESTADO_NUM
12.0,2032-12-01,5.803956046,-74.50476433,2797,0.5,0,1,1,69,1
12.0,2032-12-01,5.77361,-74.455483,2797,0.5,0,1,1,69,0
12.0,2032-12-01,5.779260348,-74.60676764,2797,0.5,0,1,1,69,1
15.0,2032-12-01,5.86534614,-74.56006301,2797,0.5,0,1,1,69,1
12.0,2032-12-01,5.9375,-74.582778,2797,0.5,0,1,1,69,0
15.0,2032-12-01,5.941774428,-74.50524023,2797,0.5,0,1,1,69,1
12.0,2032-12-01,5.919788208,-74.44775245,2797,0.5,0,1,1,69,1
12.0,2032-12-01,5.87572059,-74.45070298,2797,0.5,0,1,1,69,0
12.0,2032-12-01,5.764793225,-74.64360169,2797,0.5,0,1,1,69,1
15.0,2032-12-01,5.837363679,-74.33725028,2797,0.5,0,1,1,69,1
12.0,2032-12-01,5.974444,-74.6,2797,0.5,0,1,1,69,0
12.0,2032-12-01,5.974444,-74.600278,2797,0.5,0,1,1,69,0
15.0,2032-12-01,6.084703699,-74.46899493,2797,0.5,0,1,1,69,1
15.0,2032-12-01,6.077755673,-74.50711984,2797,0.5,0,1,1,69,1
15.0,2032-12-01,5.782445719,-74.4982922,2797,0.5,0,1,1,69,1
18.0,2032-12-01,6.065096941,-74.26730586,2797,0.5,0,1,1,69,1
21.0,2032-12-01,5.942173985,-74.56461951,2797,1,0,1,1,69,1
21.0,2032-12-01,6.223212125,-74.56091945,2797,1,0,1,1,69,0
12.0,2032-12-01,5.520278,-74.179722,2797,0.5,0,1,1,70,0
12.0,2032-12-01,5.597861,-74.275842,2797,0.5,0,1,1,70,0
12.0,2032-12-01,5.53889,-74.171398,2797,0.5,0,1,1,70,0
12.0,2032-12-01,5.518056,-74.178611,2797,0.5,0,1,1,70,0
15.0,2032-12-01,5.520278,-74.175,2797,0.5,0,1,1,70,0
12.0,2032-12-01,5.352714,-73.310069,2797,0.5,0,1,1,71,1
12.0,2032-12-01,5.37326,-73.315311,2797,0.5,0,1,1,71,0
12.0,2032-12-01,5.400278,-73.336389,2797,0.5,0,1,1,71,1
12.0,2032-12-01,5.400556,-73.323889,2797,0.5,0,1,1,71,1
12.0,2032-12-01,5.338545,-73.312213,2797,0.5,0,1,1,71,0
12.0,2032-12-01,5.256691,-73.307538,2797,0.5,0,1,1,71,1
12.0,2032-12-01,5.354296,-73.317924,2797,0.5,0,1,1,71,0
12.0,2032-12-01,5.253889,-73.300556,2797,0.5,0,1,1,71,1
18.0,2032-12-01,5.337232,-73.325838,2797,0.5,0,1,1,71,1
12.0,2032-12-01,5.497615208,-73.62163528,2797,0.5,0,1,1,72,1
12.0,2032-12-01,5.499956598,-73.55921726,2797,0.5,0,1,1,72,1
15.0,2032-12-01,5.428391928,-73.62386245,2797,0.5,0,1,1,72,0
12.0,2032-12-01,5.484709012,-73.58200298,2797,0.5,0,1,1,72,1
12.0,2032-12-01,5.538333,-73.633333,2797,0.5,0,1,1,72,1
18.0,2032-12-01,5.518416456,-73.60433898,2797,0.5,0,1,1,72,1
12.0,2032-12-01,5.494444,-73.632778,2797,0.5,0,1,1,72,1
12.0,2032-12-01,5.455241766,-73.70501159,2797,0.5,0,1,1,72,1
15.0,2032-12-01,5.531622465,-73.65508098,2797,0.5,0,1,1,72,1
12.0,2032-12-01,5.513889,-73.6325,2797,0.5,0,1,1,72,1
12.0,2032-12-01,5.320374,-73.201182,2797,0.5,0,1,1,73,1
12.0,2032-12-01,5.37527777778,-73.19,2797,0.5,0,1,1,73,0
18.0,2032-12-01,5.328816,-73.222088,2797,0.5,0,1,1,73,1
12.0,2032-12-01,5.656389,-73.813611,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.709762,-73.71595,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.697778,-73.711667,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.720007,-73.713899,2797,0.5,0,1,1,74,0
15.0,2032-12-01,5.68737546,-73.80635436,2797,0.5,0,1,1,74,1
15.0,2032-12-01,5.716395,-73.711398,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.677222,-73.696944,2797,0.5,0,1,1,74,1
12.0,2032-12-01,5.653611,-73.754722,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.745634432,-73.72371845,2797,0.5,0,1,1,74,1
12.0,2032-12-01,5.656111,-73.706389,2797,0.5,0,1,1,74,1
12.0,2032-12-01,5.6425,-73.698333,2797,0.5,0,1,1,74,1
12.0,2032-12-01,5.723564931,-73.77895169,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.6975,-73.751389,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.726003879,-73.76089753,2797,0.5,0,1,1,74,1
15.0,2032-12-01,5.695496809,-73.7074709,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.755461606,-73.73760499,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.728006,-73.722288,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.657544406,-73.81347589,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.674167,-73.726111,2797,0.5,0,1,1,74,0
12.0,2032-12-01,5.689464876,-73.78237336,2797,0.5,0,1,1,74,0
15.0,2032-12-01,5.756111,-73.734722,2797,0.5,0,1,1,74,1
18.0,2032-12-01,5.685741019,-73.71074266,2797,0.5,0,1,1,74,1
12.0,2032-12-01,5.564175,-73.51973,2797,0.5,0,1,1,75,0
15.0,2032-12-01,5.610458599,-73.56007912,2797,0.5,0,1,1,75,0
12.0,2032-12-01,5.553619,-73.531119,2797,0.5,0,1,1,75,1
12.0,2032-12-01,5.516675,-73.516674,2797,0.5,0,1,1,76,0
15.0,2032-12-01,5.473008,-73.52034,2797,0.5,0,1,1,76,0
15.0,2032-12-01,5.476944,-73.486389,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.459452,-73.573896,2797,0.5,0,1,1,76,0
15.0,2032-12-01,5.521756756,-73.50569715,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.489676,-73.487007,2797,0.5,0,1,1,76,0
12.0,2032-12-01,5.496111,-73.477222,2797,0.5,0,1,1,76,0
12.0,2032-12-01,5.471111,-73.485,2797,0.5,0,1,1,76,0
15.0,2032-12-01,5.4925,-73.486111,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.496389,-73.488611,2797,0.5,0,1,1,76,1
15.0,2032-12-01,5.46,-73.465,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.517509,-73.48884,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.505676,-73.461118,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.456342,-73.48684,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.476398,-73.440563,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.46,-73.464722,2797,0.5,0,1,1,76,0
12.0,2032-12-01,5.495037,-73.471118,2797,0.5,0,1,1,76,0
12.0,2032-12-01,5.475008,-73.522174,2797,0.5,0,1,1,76,1
12.0,2032-12-01,5.211111,-73.048889,2797,0.5,0,1,1,77,0
12.0,2032-12-01,5.223611,-73.079722,2797,0.5,0,1,1,77,0
12.0,2032-12-01,6.00241413,-73.50465835,2797,0.5,0,1,1,78,1
12.0,2032-12-01,6.024298388,-73.52615888,2797,0.5,0,1,1,78,1
12.0,2032-12-01,5.992318432,-73.52311317,2797,0.5,0,1,1,78,0
12.0,2032-12-01,6.018849422,-73.55047697,2797,0.5,0,1,1,78,0
12.0,2032-12-01,5.965556,-73.563333,2797,0.5,0,1,1,78,1
12.0,2032-12-01,4.754816,-73.068664,2797,0.5,0,1,1,79,0
12.0,2032-12-01,4.748737719,-73.14679159,2797,0.5,0,1,1,79,0
15.0,2032-12-01,4.723333,-73.121389,2797,0.5,0,1,1,79,0
12.0,2032-12-01,4.805511659,-73.08882792,2797,0.5,0,1,1,79,0
12.0,2032-12-01,6.42574711,-72.61518364,2797,0.5,0,1,1,80,0
12.0,2032-12-01,6.43429382,-72.58792358,2797,0.5,0,1,1,80,1
15.0,2032-12-01,6.444467687,-72.60237332,2797,0.5,0,1,1,80,0
15.0,2032-12-01,6.409909,-72.591182,2797,0.5,0,1,1,80,0
12.0,2032-12-01,5.569167,-73.740833,2797,0.5,0,1,1,81,1
12.0,2032-12-01,5.559173,-73.763897,2797,0.5,0,1,1,81,1
15.0,2032-12-01,5.568889,-73.740833,2797,0.5,0,1,1,81,0
15.0,2032-12-01,5.514470315,-73.75835545,2797,0.5,0,1,1,81,1
15.0,2032-12-01,5.628222578,-74.16081664,2797,0.5,0,1,1,82,0
12.0,2032-12-01,5.651113786,-74.15830908,2797,0.5,0,1,1,82,0
12.0,2032-12-01,5.650556,-74.158056,2797,0.5,0,1,1,82,0
15.0,2032-12-01,5.651435014,-74.15767852,2797,0.5,0,1,1,82,0
21.0,2032-12-01,5.649342278,-74.14694834,2797,1,0,1,1,82,0
12.0,2032-12-01,5.649722,-74.066944,2797,0.5,0,1,1,82,0
15.0,2032-12-01,5.649451019,-74.06800703,2797,0.5,0,1,1,82,0
12.0,2032-12-01,4.810126905,-73.2446681,2797,0.5,0,1,1,83,0
12.0,2032-12-01,4.736125667,-73.21892233,2797,0.5,0,1,1,83,0
12.0,2032-12-01,4.865473168,-73.23500749,2797,0.5,0,1,1,83,0
12.0,2032-12-01,5.894743488,-72.99231009,2797,0.5,0,1,1,84,1
12.0,2032-12-01,5.896742235,-72.98637096,2797,0.5,0,1,1,84,1
12.0,2032-12-01,5.879153259,-73.00593013,2797,0.5,0,1,1,84,1
18.0,2032-12-01,5.909705538,-72.97671986,2797,0.5,0,1,1,84,1
12.0,2032-12-01,5.70361,-73.623895,2797,0.5,0,1,1,85,1
12.0,2032-12-01,5.743861,-73.603929,2797,0.5,0,1,1,85,1
12.0,2032-12-01,6.08526,-73.497513,2797,0.5,0,1,1,86,0
12.0,2032-12-01,6.052924871,-73.45878982,2797,0.5,0,1,1,86,1
12.0,2032-12-01,6.044031301,-73.46931917,2797,0.5,0,1,1,86,1
12.0,2032-12-01,6.019592,-73.496068,2797,0.5,0,1,1,86,1
12.0,2032-12-01,6.06837,-73.518735,2797,0.5,0,1,1,86,1
12.0,2032-12-01,6.141231698,-72.66937613,2797,0.5,0,1,1,87,1
12.0,2032-12-01,6.147827564,-72.69877675,2797,0.5,0,1,1,87,1
12.0,2032-12-01,6.136537022,-72.7191259,2797,0.5,0,1,1,87,1
12.0,2032-12-01,6.166018544,-72.67531527,2797,0.5,0,1,1,87,1
12.0,2032-12-01,6.120726991,-72.72727407,2797,0.5,0,1,1,87,1
12.0,2032-12-01,6.108516525,-72.70337019,2797,0.5,0,1,1,87,1
12.0,2032-12-01,6.059339275,-72.68774727,2797,0.5,0,1,1,88,0
12.0,2032-12-01,6.049952301,-72.68592698,2797,0.5,0,1,1,88,1
12.0,2032-12-01,5.531733,-73.243618,2797,0.5,0,1,1,89,0
12.0,2032-12-01,5.49305555556,-73.2625,2797,0.5,0,1,1,89,0
12.0,2032-12-01,5.52164,-73.28169,2797,0.5,0,1,1,89,1
12.0,2032-12-01,5.505,-73.2338888889,2797,0.5,0,1,1,89,0
12.0,2032-12-01,5.49305555556,-73.2625,2797,0.5,0,1,1,89,1
12.0,2032-12-01,5.524722,-73.263333,2797,0.5,0,1,1,89,0
15.0,2032-12-01,5.523789,-73.201034,2797,0.5,0,1,1,89,0
15.0,2032-12-01,5.506199228,-73.19326414,2797,0.5,0,1,1,89,0
12.0,2032-12-01,5.510345,-73.209478,2797,0.5,0,1,1,89,0
15.0,2032-12-01,5.516050197,-73.18355594,2797,0.5,0,1,1,89,0
15.0,2032-12-01,6.295968803,-72.67547423,2797,0.5,0,1,1,90,0
12.0,2032-12-01,6.28588729,-72.65374772,2797,0.5,0,1,1,90,1
12.0,2032-12-01,6.3124543,-72.66037781,2797,0.5,0,1,1,90,0
12.0,2032-12-01,6.01113,-72.698344,2797,0.5,0,1,1,91,1
12.0,2032-12-01,6.025059749,-72.66518476,2797,0.5,0,1,1,91,1
12.0,2032-12-01,6.013305211,-72.69878275,2797,0.5,0,1,1,91,0
12.0,2032-12-01,5.986702837,-72.74123234,2797,0.5,0,1,1,91,0
18.0,2032-12-01,5.94881487,-72.67372724,2797,0.5,0,1,1,91,1
15.0,2032-12-01,5.986111,-72.627222,2797,0.5,0,1,1,92,0
15.0,2032-12-01,5.936275518,-72.5004092,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.106389,-72.577778,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.100641524,-72.63633554,2797,0.5,0,1,1,92,0
15.0,2032-12-01,6.074312788,-72.58125102,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.059108032,-72.5758199,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.038909,-72.594594,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.09,-72.593889,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.018355025,-72.62046966,2797,0.5,0,1,1,92,0
15.0,2032-12-01,6.03267222,-72.60666961,2797,0.5,0,1,1,92,0
12.0,2032-12-01,6.037532621,-72.60655016,2797,0.5,0,1,1,92,0
12.0,2032-12-01,5.665556,-72.928611,2797,0.5,0,1,1,93,1
12.0,2032-12-01,5.689987,-72.925675,2797,0.5,0,1,1,93,1
15.0,2032-12-01,5.713611,-72.937778,2797,0.5,0,1,1,93,1
12.0,2032-12-01,5.709444,-72.886389,2797,0.5,0,1,1,93,1
18.0,2032-12-01,5.708889,-72.886667,2797,0.5,0,1,1,93,1
12.0,2032-12-01,4.97128795,-73.42512606,2797,0.5,0,1,1,94,1
18.0,2032-12-01,5.005369006,-73.43133698,2797,0.5,0,1,1,94,1
12.0,2032-12-01,5.604204,-73.411202,2797,0.5,0,1,1,95,0
12.0,2032-12-01,5.607703,-73.44073,2797,0.5,0,1,1,95,0
12.0,2032-12-01,5.592414,-73.427224,2797,0.5,0,1,1,95,0
12.0,2032-12-01,5.553065,-73.491369,2797,0.5,0,1,1,95,0
12.0,2032-12-01,5.497778,-73.333333,2797,0.5,0,1,1,96,0
15.0,2032-12-01,5.457130932,-73.33101517,2797,0.5,0,1,1,96,0
12.0,2032-12-01,5.461583498,-73.31420427,2797,0.5,0,1,1,96,0
15.0,2032-12-01,5.497078037,-73.3486371,2797,0.5,0,1,1,96,0
15.0,2032-12-01,5.502721405,-73.33630233,2797,0.5,0,1,1,96,0
12.0,2032-12-01,5.504808906,-73.29920142,2797,0.5,0,1,1,96,0
15.0,2032-12-01,5.487778,-73.302778,2797,0.5,0,1,1,96,0
15.0,2032-12-01,5.531352745,-73.3060733,2797,0.5,0,1,1,96,0
15.0,2032-12-01,5.518137219,-73.29494218,2797,0.5,0,1,1,96,0
12.0,2032-12-01,5.828856584,-73.29421539,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.726122,-73.295287,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.764722,-73.247222,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.725568,-73.261398,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.764722,-73.231111,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.7214,-73.277509,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.73403308,-73.29337068,2797,0.5,0,1,1,97,0
15.0,2032-12-01,5.723623,-73.240286,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.740178,-73.22262,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.766300554,-73.20826926,2797,0.5,0,1,1,97,0
12.0,2032-12-01,5.750278,-73.184167,2797,0.5,0,1,1,97,0
12.0,2032-12-01,6.192640832,-72.63547138,2797,0.5,0,1,1,98,0
12.0,2032-12-01,6.194582473,-72.80883891,2797,0.5,0,1,1,98,1
12.0,2032-12-01,5.64826244,-73.64996865,2797,0.5,0,1,1,99,0
12.0,2032-12-01,5.65189504,-73.62357914,2797,0.5,0,1,1,99,0
12.0,2032-12-01,5.008992399,-73.45121245,2797,0.5,0,1,1,100,0
12.0,2032-12-01,5.037940921,-73.40043285,2797,0.5,0,1,1,100,0
12.0,2032-12-01,5.008564096,-73.40038716,2797,0.5,0,1,1,100,0
12.0,2032-12-01,5.019973611,-73.431718,2797,0.5,0,1,1,100,0
15.0,2032-12-01,5.931685,-72.764732,2797,0.5,0,1,1,101,0
15.0,2032-12-01,5.906671551,-72.75461123,2797,0.5,0,1,1,101,0
12.0,2032-12-01,5.870751208,-72.75272669,2797,0.5,0,1,1,101,1
12.0,2032-12-01,5.861899613,-72.79995424,2797,0.5,0,1,1,101,0
15.0,2032-12-01,5.944933284,-72.77271417,2797,0.5,0,1,1,101,1
12.0,2032-12-01,5.977429583,-72.74302801,2797,0.5,0,1,1,101,1
12.0,2032-12-01,5.961725141,-72.76146883,2797,0.5,0,1,1,101,0
12.0,2032-12-01,5.107920219,-73.41092368,2797,0.5,0,1,1,102,0
12.0,2032-12-01,5.05826025,-73.42448442,2797,0.5,0,1,1,102,0
12.0,2032-12-01,5.057785,-73.425002,2797,0.5,0,1,1,102,0
15.0,2032-12-01,5.271842,-73.437587,2797,0.5,0,1,1,103,1
12.0,2032-12-01,5.321634101,-73.42653528,2797,0.5,0,1,1,103,1
12.0,2032-12-01,5.276397,-73.396392,2797,0.5,0,1,1,103,1
12.0,2032-12-01,5.316026,-73.370889,2797,0.5,0,1,1,103,0
15.0,2032-12-01,5.321667,-73.352778,2797,0.5,0,1,1,103,1
12.0,2032-12-01,5.323897,-73.429727,2797,0.5,0,1,1,103,0
15.0,2032-12-01,5.336999471,-73.4189448,2797,0.5,0,1,1,103,1
15.0,2032-12-01,5.310278,-73.333056,2797,0.5,0,1,1,103,1
12.0,2032-12-01,5.798290242,-73.01351201,2797,0.5,0,1,1,104,1
12.0,2032-12-01,5.699973,-73.045249,2797,0.5,0,1,1,104,0
12.0,2032-12-01,5.732081641,-73.03298094,2797,0.5,0,1,1,104,1
12.0,2032-12-01,5.765358502,-72.99788341,2797,0.5,0,1,1,104,1
12.0,2032-12-01,5.717525288,-72.95439488,2797,0.5,0,1,1,104,0
12.0,2032-12-01,5.77468934,-73.00735303,2797,0.5,0,1,1,104,1
15.0,2032-12-01,5.75211991,-73.05352596,2797,0.5,0,1,1,104,1
15.0,2032-12-01,5.774237,-72.97987,2797,0.5,0,1,1,104,1
18.0,2032-12-01,5.731451084,-72.96449807,2797,0.5,0,1,1,104,0
21.0,2032-12-01,5.79987923,-72.99915991,2797,1,0,1,1,104,1
12.0,2032-12-01,5.57486357,-73.66249592,2797,0.5,0,1,1,105,1
12.0,2032-12-01,5.55818571,-73.6742224,2797,0.5,0,1,1,105,1
12.0,2032-12-01,5.985730454,-73.483704968,2797,0.5,0,1,1,105,1
15.0,2032-12-01,6.421935894,-72.70183431,2797,0.5,0,1,1,106,0
12.0,2032-12-01,6.433887926,-72.69167848,2797,0.5,0,1,1,106,0
12.0,2032-12-01,6.46316579,-72.68486194,2797,0.5,0,1,1,106,1
12.0,2032-12-01,6.415308,-72.686408,2797,0.5,0,1,1,106,1
12.0,2032-12-01,6.433086,-72.688996,2797,0.5,0,1,1,106,0
12.0,2032-12-01,5.559402,-73.166317,2797,0.5,0,1,1,107,0
12.0,2032-12-01,5.601368,-73.153207,2797,0.5,0,1,1,107,0
12.0,2032-12-01,5.630272,-73.181515,2797,0.5,0,1,1,107,1
12.0,2032-12-01,5.575623,-73.14828,2797,0.5,0,1,1,107,0
12.0,2032-12-01,5.605568,-73.177229,2797,0.5,0,1,1,107,1
12.0,2032-12-01,5.571389,-73.194722,2797,0.5,0,1,1,107,1
15.0,2032-12-01,5.571389,-73.194444,2797,0.5,0,1,1,107,1
12.0,2032-12-01,5.912426,-73.490929,2797,0.5,0,1,1,108,1
15.0,2032-12-01,5.95820295,-73.48810302,2797,0.5,0,1,1,108,1
12.0,2032-12-01,5.921926,-73.528595,2797,0.5,0,1,1,108,0
12.0,2032-12-01,5.966739266,-73.51076739,2797,0.5,0,1,1,108,1
12.0,2032-12-01,5.923342,-73.519845,2797,0.5,0,1,1,108,1
12.0,2032-12-01,5.925286,-73.491373,2797,0.5,0,1,1,108,1
12.0,2032-12-01,5.965609022,-73.46793709,2797,0.5,0,1,1,108,0
12.0,2032-12-01,5.773919,-72.814963,2797,0.5,0,1,1,109,1
12.0,2032-12-01,5.759801479,-72.84865598,2797,0.5,0,1,1,109,1
18.0,2032-12-01,5.771647938,-72.85237982,2797,0.5,0,1,1,109,0
12.0,2032-12-01,5.47492124,-73.00074942,2797,0.5,0,1,1,110,1
15.0,2032-12-01,5.493347,-73.036228,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.49597468,-72.97709321,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.498575002,-73.01616778,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.555015,-72.961534,2797,0.5,0,1,1,110,1
15.0,2032-12-01,5.491410445,-72.96974211,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.511542,-73.021117,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.521264,-72.987867,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.572421575,-73.00717342,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.569722,-73.006111,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.539931,-72.999784,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.522778,-73.020278,2797,0.5,0,1,1,110,1
12.0,2032-12-01,5.464676,-73.406978,2797,0.5,0,1,1,111,1
12.0,2032-12-01,5.49212,-73.40434,2797,0.5,0,1,1,111,1
15.0,2032-12-01,5.536667,-73.36,2797,0.5,0,1,1,111,1
12.0,2032-12-01,5.534444,-73.360278,2797,0.5,0,1,1,111,1
15.0,2032-12-01,5.491944,-73.375,2797,0.5,0,1,1,111,1
12.0,2032-12-01,5.53951,-73.409424,2797,0.5,0,1,1,111,1
15.0,2032-12-01,5.496649,-73.381257,2797,0.5,0,1,1,111,1
12.0,2032-12-01,5.711798231,-73.95540617,2797,0.5,0,1,1,112,1
12.0,2032-12-01,5.724629474,-73.92660874,2797,0.5,0,1,1,112,1
12.0,2032-12-01,5.2637536,-73.5182473,2797,0.5,0,1,1,113,0
12.0,2032-12-01,5.289619,-73.522311,2797,0.5,0,1,1,113,1
12.0,2032-12-01,5.29828951,-73.48515825,2797,0.5,0,1,1,113,0
12.0,2032-12-01,5.270452,-73.504477,2797,0.5,0,1,1,113,1
15.0,2032-12-01,5.251396,-73.526392,2797,0.5,0,1,1,113,0
12.0,2032-12-01,5.66094,-73.238137,2797,0.5,0,1,1,114,0
12.0,2032-12-01,5.644895,-73.127118,2797,0.5,0,1,1,114,0
15.0,2032-12-01,5.659167,-73.150556,2797,0.5,0,1,1,114,1
15.0,2032-12-01,5.639734,-73.216119,2797,0.5,0,1,1,114,0
21.0,2032-12-01,5.716679,-73.225287,2797,1,0,1,1,114,1
18.0,2032-12-01,5.659167,-73.150556,2797,0.5,0,1,1,114,1
15.0,2032-12-01,5.710317,-73.188342,2797,0.5,0,1,1,114,0
12.0,2032-12-01,6.118984282,-72.83746413,2797,0.5,0,1,1,115,0
12.0,2032-12-01,6.068239706,-72.88544934,2797,0.5,0,1,1,115,0
18.0,2032-12-01,6.100425438,-72.86713886,2797,0.5,0,1,1,115,1
12.0,2032-12-01,5.29381981,-73.44800425,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.266952,-73.455004,2797,0.5,0,1,1,116,0
12.0,2032-12-01,5.24802244,-73.46126319,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.19365087,-73.45087553,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.18821,-73.436004,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.230278,-73.481111,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.173921196,-73.49380008,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.208701438,-73.50136112,2797,0.5,0,1,1,116,0
12.0,2032-12-01,5.18714,-73.47439,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.27885229,-73.4689642,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.22053707,-73.47237816,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.19498208,-73.46221386,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.21281,-73.5145,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.19303973,-73.43172196,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.21211165,-73.49164709,2797,0.5,0,1,1,116,1
12.0,2032-12-01,5.41473,-73.51945,2797,0.5,0,1,1,117,0
15.0,2032-12-01,5.445759,-73.432756,2797,0.5,0,1,1,117,0
15.0,2032-12-01,5.34854336,-73.58247399,2797,0.5,0,1,1,117,0
12.0,2032-12-01,5.33268562,-73.56706734,2797,0.5,0,1,1,117,0
12.0,2032-12-01,5.380750223,-73.5121266,2797,0.5,0,1,1,117,0
15.0,2032-12-01,5.382320671,-73.50671373,2797,0.5,0,1,1,117,0
12.0,2032-12-01,5.4325,-73.432778,2797,0.5,0,1,1,117,0
18.0,2032-12-01,5.434731,-73.448061,2797,0.5,0,1,1,117,0
12.0,2032-12-01,5.371111,-73.493611,2797,0.5,0,1,1,117,0
12.0,2032-12-01,5.382508,-73.500839,2797,0.5,0,1,1,117,0
18.0,2032-12-01,5.390232379,-73.49862356,2797,0.5,0,1,1,117,1
15.0,2032-12-01,5.709903633,-73.47390235,2797,0.5,0,1,1,118,0
12.0,2032-12-01,5.676793433,-73.53666777,2797,0.5,0,1,1,118,0
15.0,2032-12-01,5.70731002,-73.50781681,2797,0.5,0,1,1,118,0
12.0,2032-12-01,5.687453,-73.507592,2797,0.5,0,1,1,118,0
12.0,2032-12-01,5.662219234,-73.57414428,2797,0.5,0,1,1,118,0
12.0,2032-12-01,5.42843574,-73.23995617,2797,0.5,0,1,1,119,1
12.0,2032-12-01,5.466955,-73.276172,2797,0.5,0,1,1,119,1
12.0,2032-12-01,5.469816,-73.301617,2797,0.5,0,1,1,119,1
12.0,2032-12-01,5.435315457,-73.27537172,2797,0.5,0,1,1,119,1
12.0,2032-12-01,5.32609066,-73.09011435,2797,0.5,0,1,1,120,0
12.0,2032-12-01,5.244722,-73.169722,2797,0.5,0,1,1,120,0
12.0,2032-12-01,5.250556,-73.169722,2797,0.5,0,1,1,120,0
12.0,2032-12-01,5.3099499,-73.188198333,2797,0.5,0,1,1,120,0
12.0,2032-12-01,5.2983499,-73.202723333,2797,0.5,0,1,1,120,0
18.0,2032-12-01,5.283056,-73.169444,2797,0.5,0,1,1,120,0
12.0,2032-12-01,5.854345,-72.87346229,2797,0.5,0,1,1,121,1
12.0,2032-12-01,5.028214313,-73.510756982,2797,0.5,0,1,1,37,0
12.0,2032-12-01,5.5789167,-72.318055555556,2797,0.5,0,1,1,46,0
12.0,2032-12-01,5.799879,-72.99916,2797,0.5,0,1,1,104,0
15.0,2024-08-28,4.999167,-73.357778,-220,0.5,1,2,2,0,0
20.0,2024-08-28,5.5186290162823,-72.881697272772,-220,0.5,1,2,2,1,0
20.0,2024-08-28,5.5180153210267,-72.884855336922,-220,0.5,1,2,2,1,0
20.0,2024-08-28,5.755685994,-73.43994657,-220,0.5,1,2,2,2,0
20.0,2024-08-28,5.704167,-73.374444,-220,0.5,1,2,2,2,0
20.0,2024-08-28,5.9872993687381,-72.915402399794,-220,0.5,1,2,2,3,0
20.0,2024-08-28,5.987334287,-72.91407121,-220,0.5,1,2,2,3,0
